system,user,assistant
You are a ReliefLink data generation tool for disaster coordination in Kolkata.,Generate a diverse set of 100 needs and 50 volunteer entries formatted as a JSON string for an NGO coordination backend.,"[{""title"":""Flood induced evacuation at Kasba"",""category"":""rescue"",""peopleAffected"":55,""severityLevel"":5,""resourceScarcity"":4,""hoursWaiting"":2,""latitude"":22.5186,""longitude"":88.3846,""status"":""open""},{""title"":""Infant formula crisis in Baruipur"",""category"":""food"",""peopleAffected"":30,""severityLevel"":4,""resourceScarcity"":5,""hoursWaiting"":18,""latitude"":22.3619,""longitude"":88.4357,""status"":""open""},{""title"":""Sanitation crisis after rain in Dum Dum"",""category"":""medical"",""peopleAffected"":420,""severityLevel"":3,""resourceScarcity"":3,""hoursWaiting"":36,""latitude"":22.6275,""longitude"":88.4132,""status"":""open""},{""title"":""Elderly transport assistance at Park Street"",""category"":""logistics"",""peopleAffected"":15,""severityLevel"":2,""resourceScarcity"":1,""hoursWaiting"":5,""latitude"":22.5539,""longitude"":88.3512,""status"":""open""},{""title"":""Unclean water in low-lying Lake Town"",""category"":""water"",""peopleAffected"":250,""severityLevel"":4,""resourceScarcity"":4,""hoursWaiting"":24,""latitude"":22.5937,""longitude"":88.4069,""status"":""open""},{""name"":""Rudra Sen"",""skills"":""rescue"",""availability"":""anytime"",""latitude"":22.5855,""longitude"":88.4121},{""name"":""Mala Sarkar"",""skills"":""medical"",""availability"":""weekend"",""latitude"":22.5152,""longitude"":88.3477},{""name"":""Vijay Gupta"",""skills"":""logistics"",""availability"":""weekday"",""latitude"":22.6511,""longitude"":88.3756},{""name"":""Aditi Ray"",""skills"":""food distribution"",""availability"":""anytime"",""latitude"":22.5401,""longitude"":88.3467},{""name"":""Samir Khasnabis"",""skills"":""coordination"",""availability"":""weekend"",""latitude"":22.4633,""longitude"":88.3989}]"
You are a disaster relief logistics analyst for ReliefLink.,Generate a mix of community needs in Kolkata.,"[{""title"":""Critical shortage of clean water in North Kolkata"",""category"":""water"",""peopleAffected"":420,""severityLevel"":5,""resourceScarcity"":5,""hoursWaiting"":22,""latitude"":22.5936,""longitude"":88.3639,""status"":""open""},{""title"":""Medical aid needed at Howrah makeshift clinic"",""category"":""medical"",""peopleAffected"":95,""severityLevel"":4,""resourceScarcity"":3,""hoursWaiting"":8,""latitude"":22.5855,""longitude"":88.3432,""status"":""open""},{""title"":""Flood rescue required at Baguiati outskirts"",""category"":""rescue"",""peopleAffected"":25,""severityLevel"":5,""resourceScarcity"":4,""hoursWaiting"":2,""latitude"":22.6133,""longitude"":88.4239,""status"":""open""},{""title"":""Severe malnutrition risks, food distribution urgent"",""category"":""food"",""peopleAffected"":310,""severityLevel"":4,""resourceScarcity"":4,""hoursWaiting"":36,""latitude"":22.5348,""longitude"":88.3537,""status"":""open""},{""title"":""Homeless shelter needed near Tollygunge metro"",""category"":""shelter"",""peopleAffected"":180,""severityLevel"":3,""resourceScarcity"":2,""hoursWaiting"":72,""latitude"":22.4939,""longitude"":88.3432,""status"":""open""},{""name"":""Sumanth Ray"",""skills"":""rescue"",""availability"":""weekend"",""latitude"":22.5700,""longitude"":88.3600},{""name"":""Anita Sen"",""skills"":""medical"",""availability"":""anytime"",""latitude"":22.5900,""longitude"":88.3500},{""name"":""Rajiv Khetan"",""skills"":""logistics"",""availability"":""weekday"",""latitude"":22.4800,""longitude"":88.3700},{""name"":""Kavita Iyer"",""skills"":""coordination"",""availability"":""anytime"",""latitude"":22.5500,""longitude"":88.3800}]"
You are a disaster relief logistics analyst for ReliefLink.,Generate additional needs in the Garia and Behala regions.,"[{""title"":""Infant milk formula crisis in Garia"",""category"":""food"",""peopleAffected"":55,""severityLevel"":4,""resourceScarcity"":5,""hoursWaiting"":10,""latitude"":22.4646,""longitude"":88.3725,""status"":""open""},{""title"":""Diabetic medication replenishment in Behala"",""category"":""medical"",""peopleAffected"":120,""severityLevel"":5,""resourceScarcity"":3,""hoursWaiting"":15,""latitude"":22.4811,""longitude"":88.3150,""status"":""open""},{""name"":""Vikram Ghosh"",""skills"":""food distribution"",""availability"":""anytime"",""latitude"":22.4600,""longitude"":88.3800},{""name"":""Poulomi Das"",""skills"":""coordination"",""availability"":""weekend"",""latitude"":22.4800,""longitude"":88.3000}]"
You are a ReliefLink data generation engine specializing in Kolkata urban logistics.,Generate a diverse set of disaster-relief data.,"[{""title"":""Supply Chain Failure in Newtown"",""category"":""food"",""peopleAffected"":450,""severityLevel"":4,""resourceScarcity"":5,""hoursWaiting"":22,""latitude"":22.5937,""longitude"":88.4674,""status"":""open""},{""title"":""Mobile Medical Van Required in Bidhannagar"",""category"":""medical"",""peopleAffected"":30,""severityLevel"":5,""resourceScarcity"":3,""hoursWaiting"":5,""latitude"":22.5855,""longitude"":88.4137,""status"":""open""},{""title"":""Urban Inundation Relief - EM Bypass"",""category"":""rescue"",""peopleAffected"":115,""severityLevel"":4,""resourceScarcity"":4,""hoursWaiting"":18,""latitude"":22.5332,""longitude"":88.4063,""status"":""open""},{""title"":""Temporary Tent Settlement Assistance - Dum Dum"",""category"":""shelter"",""peopleAffected"":85,""severityLevel"":3,""resourceScarcity"":2,""hoursWaiting"":30,""latitude"":22.6281,""longitude"":88.4239,""status"":""open""},{""title"":""Bulk Drinking Water Demand in Tollygunge"",""category"":""water"",""peopleAffected"":500,""severityLevel"":4,""resourceScarcity"":5,""hoursWaiting"":40,""latitude"":22.4939,""longitude"":88.3547,""status"":""open""},{""name"":""Soumyajit Paul"",""skills"":""medical"",""availability"":""anytime"",""latitude"":22.5654,""longitude"":88.3582},{""name"":""Ritika Sen"",""skills"":""logistics"",""availability"":""weekday"",""latitude"":22.6149,""longitude"":88.3981},{""name"":""Kabir Khan"",""skills"":""rescue"",""availability"":""weekend"",""latitude"":22.4632,""longitude"":88.3789}]"
You are a ReliefLink data processor generating regional disaster relief data for Kolkata.,Generate 100 community needs and 50 volunteer profiles based on the provided instructions.,"[{""title"":""Rice Supply Exhaustion in Baranagar"",""category"":""food"",""peopleAffected"":85,""severityLevel"":3,""resourceScarcity"":4,""hoursWaiting"":24,""latitude"":22.6468,""longitude"":88.3622,""status"":""open""},{""title"":""Trapped Elderly Group in Beliaghata"",""category"":""rescue"",""peopleAffected"":12,""severityLevel"":5,""resourceScarcity"":4,""hoursWaiting"":2,""latitude"":22.5658,""longitude"":88.3976,""status"":""open""},{""title"":""Contaminated Water Pump in Dum Dum"",""category"":""water"",""peopleAffected"":400,""severityLevel"":4,""resourceScarcity"":5,""hoursWaiting"":36,""latitude"":22.6288,""longitude"":88.4172,""status"":""open""},{""title"":""Burn Wound Triage Needed in Kasba"",""category"":""medical"",""peopleAffected"":5,""severityLevel"":5,""resourceScarcity"":3,""hoursWaiting"":1,""latitude"":22.5186,""longitude"":88.3965,""status"":""open""},{""title"":""Relocation Assistance at Jadavpur Camp"",""category"":""shelter"",""peopleAffected"":150,""severityLevel"":2,""resourceScarcity"":2,""hoursWaiting"":72,""latitude"":22.4839,""longitude"":88.3698,""status"":""open""},{""name"":""Sumit Sen"",""skills"":""rescue"",""availability"":""anytime"",""latitude"":22.5802,""longitude"":88.4287},{""name"":""Rita Majumder"",""skills"":""medical"",""availability"":""weekend"",""latitude"":22.4831,""longitude"":88.3184},{""name"":""Debajit Ghosh"",""skills"":""logistics"",""availability"":""anytime"",""latitude"":22.6109,""longitude"":88.4611},{""name"":""Ananya Paul"",""skills"":""food distribution"",""availability"":""weekday"",""latitude"":22.5958,""longitude"":88.2636},{""name"":""Vikram Sethi"",""skills"":""coordination"",""availability"":""anytime"",""latitude"":22.4764,""longitude"":88.3846}]"
You are a ReliefLink data generator for disaster-stricken Kolkata.,Generate a diverse set of 150 JSON-formatted data points covering community needs and volunteer profiles.,"[{""title"":""Infant Formula Required - Ballygunge"",""category"":""food"",""peopleAffected"":15,""severityLevel"":5,""resourceScarcity"":4,""hoursWaiting"":2,""latitude"":22.5284,""longitude"":88.3562,""status"":""open""},{""title"":""Water logging at Entally"",""category"":""rescue"",""peopleAffected"":85,""severityLevel"":3,""resourceScarcity"":2,""hoursWaiting"":10,""latitude"":22.5577,""longitude"":88.3683,""status"":""open""},{""title"":""Volunteer - Supply Chain Lead"",""name"":""Koushik Sen"",""skills"":""logistics"",""availability"":""weekend"",""latitude"":22.5458,""longitude"":88.3477},{""title"":""Emergency Insulin Required"",""category"":""medical"",""peopleAffected"":5,""severityLevel"":5,""resourceScarcity"":5,""hoursWaiting"":1,""latitude"":22.5645,""longitude"":88.3272,""status"":""open""},{""title"":""Relief Camp Coordination Needed"",""category"":""coordination"",""name"":""Rima Bakshi"",""skills"":""coordination"",""availability"":""anytime"",""latitude"":22.6511,""longitude"":88.4552},{""title"":""Dry Rations Shortage - Tollygunge"",""category"":""food"",""peopleAffected"":300,""severityLevel"":4,""resourceScarcity"":4,""hoursWaiting"":36,""latitude"":22.4931,""longitude"":88.3473,""status"":""open""},{""title"":""Volunteer - General First Aid"",""name"":""Sunil Gupta"",""skills"":""medical"",""availability"":""weekday"",""latitude"":22.5552,""longitude"":88.3901},{""title"":""Collapsed Roof Structure"",""category"":""rescue"",""peopleAffected"":12,""severityLevel"":5,""resourceScarcity"":3,""hoursWaiting"":5,""latitude"":22.6025,""longitude"":88.3985,""status"":""open""},{""title"":""Clean Water Filter Supply"",""category"":""water"",""peopleAffected"":150,""severityLevel"":2,""resourceScarcity"":3,""hoursWaiting"":72,""latitude"":22.5115,""longitude"":88.3242,""status"":""open""},{""title"":""Shelter for 50 people - Baruipur"",""category"":""shelter"",""peopleAffected"":50,""severityLevel"":4,""resourceScarcity"":4,""hoursWaiting"":20,""latitude"":22.3615,""longitude"":88.4357,""status"":""open""}]"
ReliefLink data generator for disaster-relief NGO coordination.,Create a needs record and a volunteer record in Behala.,"[{""title"":""Critical flood containment required near Behala Market"",""category"":""rescue"",""peopleAffected"":85,""severityLevel"":5,""resourceScarcity"":4,""hoursWaiting"":2,""latitude"":22.4830,""longitude"":88.3185,""status"":""open""},{""name"":""Subrata Ghosh"",""skills"":""rescue"",""availability"":""anytime"",""latitude"":22.4815,""longitude"":88.3190}]"
ReliefLink data generator for disaster-relief NGO coordination.,Generate 100 needs reports for the Kolkata metropolitan area.,"[{""title"":""Community Food Insecurity - Bidhannagar"",""category"":""food"",""peopleAffected"":250,""severityLevel"":3,""resourceScarcity"":4,""hoursWaiting"":48,""latitude"":22.5850,""longitude"":88.4230,""status"":""open""},{""title"":""Medical aid needed after water contamination - Dum Dum"",""category"":""medical"",""peopleAffected"":45,""severityLevel"":4,""resourceScarcity"":3,""hoursWaiting"":8,""latitude"":22.6100,""longitude"":88.4100,""status"":""open""},{""title"":""Emergency tentage needed for displaced families - Howrah"",""category"":""shelter"",""peopleAffected"":500,""severityLevel"":5,""resourceScarcity"":5,""hoursWaiting"":12,""latitude"":22.5900,""longitude"":88.2600,""status"":""open""},{""title"":""Drinking water tankers urgently required - Kasba"",""category"":""water"",""peopleAffected"":120,""severityLevel"":3,""resourceScarcity"":2,""hoursWaiting"":24,""latitude"":22.5100,""longitude"":88.4000,""status"":""open""},{""title"":""Evacuation assistance needed in Barrackpore"",""category"":""rescue"",""peopleAffected"":30,""severityLevel"":4,""resourceScarcity"":3,""hoursWaiting"":3,""latitude"":22.7500,""longitude"":88.3500,""status"":""open""},{""title"":""Nutrition packets requested for children - Tollygunge"",""category"":""food"",""peopleAffected"":60,""severityLevel"":2,""resourceScarcity"":1,""hoursWaiting"":72,""latitude"":22.4900,""longitude"":88.3500,""status"":""open""},{""title"":""Primary care setup needed - Ballygunge"",""category"":""medical"",""peopleAffected"":15,""severityLevel"":4,""resourceScarcity"":4,""hoursWaiting"":5,""latitude"":22.5200,""longitude"":88.3600,""status"":""open""},{""title"":""Blanket and temporary shelter distribution - Khidirpur"",""category"":""shelter"",""peopleAffected"":110,""severityLevel"":3,""resourceScarcity"":2,""hoursWaiting"":36,""latitude"":22.5300,""longitude"":88.3200,""status"":""open""},{""title"":""Mobile pump operations failing - Lake Town"",""category"":""rescue"",""peopleAffected"":20,""severityLevel"":5,""resourceScarcity"":5,""hoursWaiting"":2,""latitude"":22.6000,""longitude"":88.4000,""status"":""open""},{""title"":""Community kitchen supplies needed - Tangra"",""category"":""food"",""peopleAffected"":200,""severityLevel"":3,""resourceScarcity"":3,""hoursWaiting"":10,""latitude"":22.5400,""longitude"":88.3800,""status"":""open""}]"
You are a ReliefLink data generation specialist creating synthetic NGO coordination data.,Generate a mix of 100 community needs reports and 50 volunteer profiles based in Kolkata.,"[{""title"": ""Medical supply depletion at Barasat Hospital"", ""category"": ""medical"", ""peopleAffected"": 150, ""severityLevel"": 5, ""resourceScarcity"": 5, ""hoursWaiting"": 18, ""latitude"": 22.7314, ""longitude"": 88.4842, ""status"": ""open""}, {""title"": ""Clean water requested for slum area in Metiabruz"", ""category"": ""water"", ""peopleAffected"": 450, ""severityLevel"": 4, ""resourceScarcity"": 4, ""hoursWaiting"": 36, ""latitude"": 22.5285, ""longitude"": 88.3039, ""status"": ""open""}, {""title"": ""Child shelter support needed in Ballygunge"", ""category"": ""shelter"", ""peopleAffected"": 25, ""severityLevel"": 3, ""resourceScarcity"": 2, ""hoursWaiting"": 10, ""latitude"": 22.5298, ""longitude"": 88.3582, ""status"": ""open""}, {""title"": ""Boat rescue needed due to embankment breach in South 24 Parganas border"", ""category"": ""rescue"", ""peopleAffected"": 85, ""severityLevel"": 5, ""resourceScarcity"": 4, ""hoursWaiting"": 3, ""latitude"": 22.4245, ""longitude"": 88.4011, ""status"": ""open""}, {""title"": ""Urgent ready-to-eat meals required for migrant workers in Burrabazar"", ""category"": ""food"", ""peopleAffected"": 300, ""severityLevel"": 4, ""resourceScarcity"": 3, ""hoursWaiting"": 20, ""latitude"": 22.5857, ""longitude"": 88.3532, ""status"": ""open""}, {""name"": ""Debopriya Ghosh"", ""skills"": ""medical"", ""availability"": ""anytime"", ""latitude"": 22.5411, ""longitude"": 88.3379}, {""name"": ""Anish Sen"", ""skills"": ""rescue"", ""availability"": ""weekend"", ""latitude"": 22.5937, ""longitude"": 88.4278}, {""name"": ""Kaberi Mondal"", ""skills"": ""coordination"", ""availability"": ""weekday"", ""latitude"": 22.4578, ""longitude"": 88.3976}]"
You are a ReliefLink data generation tool for Kolkata urban emergency responses.,Generate a diverse set of 150 community need reports and 50 volunteer profiles in a single array format for batch insertion into Firebase.,"[{""title"":""Supply depletion in slum sector B, Lake Town"",""category"":""food"",""peopleAffected"":85,""severityLevel"":4,""resourceScarcity"":5,""hoursWaiting"":18,""latitude"":22.6105,""longitude"":88.4011,""status"":""open""},{""title"":""Trapped elderly group, Barrackpore residential complex"",""category"":""rescue"",""peopleAffected"":12,""severityLevel"":5,""resourceScarcity"":3,""hoursWaiting"":3,""latitude"":22.755,""longitude"":88.3697,""status"":""open""},{""title"":""Drinking water contamination complaint, Baguiati"",""category"":""water"",""peopleAffected"":420,""severityLevel"":3,""resourceScarcity"":4,""hoursWaiting"":36,""latitude"":22.627,""longitude"":88.4116,""status"":""open""},{""title"":""Injured pedestrians needing triage, New Town"",""category"":""medical"",""peopleAffected"":22,""severityLevel"":5,""resourceScarcity"":5,""hoursWaiting"":1,""latitude"":22.5855,""longitude"":88.472,""status"":""open""},{""title"":""Flood overflow evacuation center request, Dum Dum"",""category"":""shelter"",""peopleAffected"":150,""severityLevel"":4,""resourceScarcity"":2,""hoursWaiting"":24,""latitude"":22.6301,""longitude"":88.4173,""status"":""open""},{""name"":""Souvik Debnath"",""skills"":""medical"",""availability"":""anytime"",""latitude"":22.6122,""longitude"":88.4005},{""name"":""Ananya Bose"",""skills"":""rescue"",""availability"":""weekend"",""latitude"":22.5901,""longitude"":88.432},{""name"":""Kunal Sengupta"",""skills"":""coordination"",""availability"":""weekday"",""latitude"":22.635,""longitude"":88.4121},{""name"":""Pritam Guha"",""skills"":""food distribution"",""availability"":""anytime"",""latitude"":22.7562,""longitude"":88.3712},{""name"":""Deepika Ghosh"",""skills"":""logistics"",""availability"":""weekend"",""latitude"":22.5833,""longitude"":88.4891}]"
You are a ReliefLink data processor specializing in the Kolkata disaster region.,Generate 40 diverse records covering community needs and volunteer profiles in Kolkata.,"[{""title"": ""Severe Food Shortage in Barasat slum area"", ""category"": ""food"", ""peopleAffected"": 450, ""severityLevel"": 5, ""resourceScarcity"": 5, ""hoursWaiting"": 48, ""latitude"": 22.6841, ""longitude"": 88.4842, ""status"": ""open""}, {""title"": ""Clean water requested for Baruipur settlement"", ""category"": ""water"", ""peopleAffected"": 120, ""severityLevel"": 3, ""resourceScarcity"": 4, ""hoursWaiting"": 24, ""latitude"": 22.3551, ""longitude"": 88.4357, ""status"": ""open""}, {""title"": ""Immediate evacuation needed near Tollygunge"", ""category"": ""rescue"", ""peopleAffected"": 30, ""severityLevel"": 5, ""resourceScarcity"": 3, ""hoursWaiting"": 2, ""latitude"": 22.4935, ""longitude"": 88.3496, ""status"": ""open""}, {""title"": ""Volunteer-led clinic setup in Jadavpur"", ""category"": ""medical"", ""peopleAffected"": 250, ""severityLevel"": 4, ""resourceScarcity"": 3, ""hoursWaiting"": 72, ""latitude"": 22.4912, ""longitude"": 88.3695, ""status"": ""open""}, {""title"": ""Anirban Ghosh Profile"", ""skills"": ""medical"", ""availability"": ""anytime"", ""latitude"": 22.5697, ""longitude"": 88.3697}, {""title"": ""Sourav Sen Profile"", ""skills"": ""logistics"", ""availability"": ""weekday"", ""latitude"": 22.5204, ""longitude"": 88.3377}, {""title"": ""Acute shelter crisis in Rajarhat"", ""category"": ""shelter"", ""peopleAffected"": 90, ""severityLevel"": 4, ""resourceScarcity"": 5, ""hoursWaiting"": 36, ""latitude"": 22.6109, ""longitude"": 88.4611, ""status"": ""open""}, {""title"": ""Distribution aid required at College Street"", ""category"": ""food"", ""peopleAffected"": 500, ""severityLevel"": 3, ""resourceScarcity"": 2, ""hoursWaiting"": 10, ""latitude"": 22.5746, ""longitude"": 88.3614, ""status"": ""open""}, {""title"": ""Expert coordination team needed at Maidan"", ""category"": ""coordination"", ""peopleAffected"": 15, ""severityLevel"": 2, ""resourceScarcity"": 1, ""hoursWaiting"": 1, ""latitude"": 22.5517, ""longitude"": 88.3444, ""status"": ""open""}, {""title"": ""Sneha Ghosh Profile"", ""skills"": ""food distribution"", ""availability"": ""weekend"", ""latitude"": 22.4764, ""longitude"": 88.3846}, {""title"": ""Tanmoy Roy Profile"", ""skills"": ""rescue"", ""availability"": ""anytime"", ""latitude"": 22.5802, ""longitude"": 88.4287}, {""title"": ""Contaminated well in Dum Dum"", ""category"": ""water"", ""peopleAffected"": 60, ""severityLevel"": 4, ""resourceScarcity"": 4, ""hoursWaiting"": 18, ""latitude"": 22.6306, ""longitude"": 88.4116, ""status"": ""open""}, {""title"": ""Medical triage needed in Baguiati"", ""category"": ""medical"", ""peopleAffected"": 110, ""severityLevel"": 5, ""resourceScarcity"": 3, ""hoursWaiting"": 4, ""latitude"": 22.6133, ""longitude"": 88.4243, ""status"": ""open""}, {""title"": ""Logistics support needed at Howrah bridge head"", ""category"": ""logistics"", ""peopleAffected"": 200, ""severityLevel"": 3, ""resourceScarcity"": 2, ""hoursWaiting"": 5, ""latitude"": 22.5866, ""longitude"": 88.3456, ""status"": ""open""}, {""title"": ""Rescue operation at Baghajatin embankment"", ""category"": ""rescue"", ""peopleAffected"": 45, ""severityLevel"": 5, ""resourceScarcity"": 5, ""hoursWaiting"": 3, ""latitude"": 22.4646, ""longitude"": 88.3752, ""status"": ""open""}, {""title"": ""Siddhartha Pal Profile"", ""skills"": ""coordination"", ""availability"": ""weekday"", ""latitude"": 22.5958, ""longitude"": 88.2636}, {""title"": ""Anjali Mookherjee Profile"", ""skills"": ""medical"", ""availability"": ""weekend"", ""latitude"": 22.4831, ""longitude"": 88.3184}, {""title"": ""Emergency shelter needed in Behala"", ""category"": ""shelter"", ""peopleAffected"": 85, ""severityLevel"": 4, ""resourceScarcity"": 4, ""hoursWaiting"": 12, ""latitude"": 22.4831, ""longitude"": 88.3184, ""status"": ""open""}, {""title"": ""Mobile kitchen demand in Santoshpur"", ""category"": ""food"", ""peopleAffected"": 300, ""severityLevel"": 3, ""resourceScarcity"": 3, ""hoursWaiting"": 20, ""latitude"": 22.4891, ""longitude"": 88.3811, ""status"": ""open""}, {""title"": ""Critical medication required in Kalighat"", ""category"": ""medical"", ""peopleAffected"": 25, ""severityLevel"": 5, ""resourceScarcity"": 2, ""hoursWaiting"": 2, ""latitude"": 22.5218, ""longitude"": 88.3468, ""status"": ""open""}, {""title"": ""Vikram Chatterjee Profile"", ""skills"": ""rescue"", ""availability"": ""anytime"", ""latitude"": 22.6041, ""longitude"": 88.3601}, {""title"": ""Poulami Bose Profile"", ""skills"": ""logistics"", ""availability"": ""anytime"", ""latitude"": 22.5186, ""longitude"": 88.3965}, {""title"": ""Subhas Ghosh Profile"", ""skills"": ""coordination"", ""availability"": ""weekend"", ""latitude"": 22.4851, ""longitude"": 88.3742}, {""title"": ""Overflowing sanitation center in Sealdah"", ""category"": ""water"", ""peopleAffected"": 400, ""severityLevel"": 4, ""resourceScarcity"": 3, ""hoursWaiting"": 30, ""latitude"": 22.5645, ""longitude"": 88.3639, ""status"": ""open""}, {""title"": ""Dry food packs required in Tangra"", ""category"": ""food"", ""peopleAffected"": 150, ""severityLevel"": 2, ""resourceScarcity"": 4, ""hoursWaiting"": 6, ""latitude"": 22.5510, ""longitude"": 88.3934, ""status"": ""open""}, {""title"": ""Trapped civilians near Lake Town"", ""category"": ""rescue"", ""peopleAffected"": 20, ""severityLevel"": 5, ""resourceScarcity"": 5, ""hoursWaiting"": 4, ""latitude"": 22.5960, ""longitude"": 88.4022, ""status"": ""open""}, {""title"": ""Rahul Dutta Profile"", ""skills"": ""medical"", ""availability"": ""weekday"", ""latitude"": 22.6340, ""longitude"": 88.4230}, {""title"": ""Ria Banerjee Profile"", ""skills"": ""food distribution"", ""availability"": ""anytime"", ""latitude"": 22.5800, ""longitude"": 88.4000}, {""title"": ""Debashis Roy Profile"", ""skills"": ""rescue"", ""availability"": ""anytime"", ""latitude"": 22.4700, ""longitude"": 88.3800}, {""title"": ""Field hospital backup required in New Town"", ""category"": ""medical"", ""peopleAffected"": 75, ""severityLevel"": 4, ""resourceScarcity"": 2, ""hoursWaiting"": 15, ""latitude"": 22.5936, ""longitude"": 88.4727, ""status"": ""open""}, {""title"": ""Boat needed for crossing in Serampore"", ""category"": ""rescue"", ""peopleAffected"": 10, ""severityLevel"": 5, ""resourceScarcity"": 5, ""hoursWaiting"": 1, ""latitude"": 22.7483, ""longitude"": 88.3377, ""status"": ""open""}, {""title"": ""Water pump malfunctioning in Patuli"", ""category"": ""water"", ""peopleAffected"": 50, ""severityLevel"": 3, ""resourceScarcity"": 2, ""hoursWaiting"": 24, ""latitude"": 22.4633, ""longitude"": 88.3813, ""status"": ""open""}, {""title"": ""Tripti Saha Profile"", ""skills"": ""coordination"", ""availability"": ""weekend"", ""latitude"": 22.5100, ""longitude"": 88.3700}, {""title"": ""Arjun Sen Profile"", ""skills"": ""logistics"", ""availability"": ""anytime"", ""latitude"": 22.5500, ""longitude"": 88.3400}, {""title"": ""Suman Das Profile"", ""skills"": ""medical"", ""availability"": ""weekend"", ""latitude"": 22.5800, ""longitude"": 88.3900}, {""title"": ""Temporary tents for housing at Garia"", ""category"": ""shelter"", ""peopleAffected"": 130, ""severityLevel"": 4, ""resourceScarcity"": 5, ""hoursWaiting"": 50, ""latitude"": 22.4764, ""longitude"": 88.3846, ""status"": ""open""}, {""title"": ""Community kitchen fuel shortage in Sonarpur"", ""category"": ""food"", ""peopleAffected"": 220, ""severityLevel"": 3, ""resourceScarcity"": 4, ""hoursWaiting"": 8, ""latitude"": 22.4346, ""longitude"": 88.4239, ""status"": ""open""}, {""title"": ""First-aid supplies needed at Gariahat"", ""category"": ""medical"", ""peopleAffected"": 40, ""severityLevel"": 3, ""resourceScarcity"": 2, ""hoursWaiting"": 5, ""latitude"": 22.5195, ""longitude"": 88.3644, ""status"": ""open""}, {""title"": ""Sanchita Roy Profile"", ""skills"": ""food distribution"", ""availability"": ""weekday"", ""latitude"": 22.4500, ""longitude"": 88.3500}, {""title"": ""Biplab Das Profile"", ""skills"": ""rescue"", ""availability"": ""anytime"", ""latitude"": 22.5300, ""longitude"": 88.4100}]"
You are a disaster relief logistics analyst for the ReliefLink Kolkata regional hub.,Generate a diverse set of 150 community need reports and 50 volunteer profiles for the ReliefLink system.,"[{""title"":""Mass flooding in Hooghly slums"", ""category"":""rescue"", ""peopleAffected"":450, ""severityLevel"":5, ""resourceScarcity"":5, ""hoursWaiting"":48, ""latitude"":22.5855, ""longitude"":88.2435, ""status"":""open""}, {""title"":""Water sanitation needed in Tollygunge"", ""category"":""water"", ""peopleAffected"":150, ""severityLevel"":3, ""resourceScarcity"":4, ""hoursWaiting"":72, ""latitude"":22.4933, ""longitude"":88.3496, ""status"":""open""}, {""title"":""Mobile health camp for children in Jadavpur"", ""category"":""medical"", ""peopleAffected"":45, ""severityLevel"":4, ""resourceScarcity"":3, ""hoursWaiting"":24, ""latitude"":22.4849, ""longitude"":88.3683, ""status"":""open""}, {""title"":""Need dry food packs for elderly in Ballygunge"", ""category"":""food"", ""peopleAffected"":80, ""severityLevel"":2, ""resourceScarcity"":2, ""hoursWaiting"":6, ""latitude"":22.5323, ""longitude"":88.3639, ""status"":""open""}, {""title"":""Shelter tents needed due to storm damage in Behala"", ""category"":""shelter"", ""peopleAffected"":300, ""severityLevel"":5, ""resourceScarcity"":5, ""hoursWaiting"":12, ""latitude"":22.4831, ""longitude"":88.3184, ""status"":""open""}, {""name"":""Sanjay Basu"", ""skills"":""rescue"", ""availability"":""anytime"", ""latitude"":22.5020, ""longitude"":88.3411}, {""name"":""Ananya Sengupta"", ""skills"":""medical"", ""availability"":""weekend"", ""latitude"":22.5815, ""longitude"":88.4200}, {""name"":""Rahul Sen"", ""skills"":""logistics"", ""availability"":""weekday"", ""latitude"":22.4632, ""longitude"":88.3976}, {""name"":""Deepa Gupta"", ""skills"":""food distribution"", ""availability"":""anytime"", ""latitude"":22.5744, ""longitude"":88.4410}, {""name"":""Vikram Singh"", ""skills"":""coordination"", ""availability"":""weekend"", ""latitude"":22.4510, ""longitude"":88.3302}]"
